date,equity,equity_no_filter,position,vix,vix_filter,peak,drawdown,peak_no_filter,drawdown_no_filter
2010-03-19 14:45:00,1496107.5000000019,1514914.9999999984,118.0,16.96999931,True,1535147.5000000014,2.543078108129642,1554579.999999999,2.551493007757769
2010-03-22 14:45:00,1531387.5000000019,1550494.9999999988,126.0,16.87000084,True,1535147.5000000014,0.24492760467639307,1554579.999999999,0.262771938401384
2010-03-23 14:45:00,1586377.5000000016,1605907.4999999981,135.0,16.35000038,True,1586377.5000000016,0.0,1605907.4999999981,0.0
2010-03-24 14:45:00,1544085.0000000016,1562989.9999999977,142.0,17.54999924,True,1586377.5000000016,2.6659795666542143,1605907.4999999981,2.6724764657989653
2010-03-25 14:45:00,1529735.0000000016,1548439.9999999977,132.0,18.39999962,True,1586377.5000000016,3.570556188549065,1605907.4999999981,3.5785062340141347
2010-03-26 14:45:00,1531325.0000000016,1550054.9999999977,128.0,17.77000046,True,1586377.5000000016,3.4703278381091476,1605907.4999999981,3.4779400432466088
2010-03-29 14:45:00,1577695.0000000016,1597149.9999999977,126.0,17.59000015,True,1586377.5000000016,0.5473161337701771,1605907.4999999981,0.5453302883261008
2010-03-30 14:45:00,1579060.0000000014,1598524.9999999977,112.0,17.12999916,True,1586377.5000000016,0.46127104046799866,1605907.4999999981,0.45970891847758816
2010-03-31 14:45:00,1555230.0000000014,1574482.4999999977,110.0,17.59000015,True,1586377.5000000016,1.9634355630989597,1605907.4999999981,1.9568374890833067
2010-04-01 14:45:00,1601875.0000000016,1621552.4999999977,103.0,17.46999931,True,1601875.0000000016,0.0,1621552.4999999977,0.0
2010-04-05 14:45:00,1650785.0000000014,1670937.4999999977,102.0,17.02000046,True,1650785.0000000014,0.0,1670937.4999999977,0.0
2010-04-06 14:45:00,1662095.0000000014,1682359.999999998,91.0,16.22999954,True,1662095.0000000014,0.0,1682359.999999998,0.0
2010-04-07 14:45:00,1634660.0000000012,1654624.999999998,100.0,16.62000084,True,1662095.0000000014,1.6506276717034953,1682359.999999998,1.6485769989776287
2010-04-08 14:45:00,1653350.0000000019,1673487.4999999981,104.0,16.47999954,True,1662095.0000000014,0.5261432108272709,1682359.999999998,0.5273841508357175
2010-04-09 14:45:00,1693560.000000002,1714487.4999999986,110.0,16.13999939,True,1693560.000000002,0.0,1714487.4999999986,0.0
2010-04-12 14:45:00,1705605.0000000026,1726644.9999999981,132.0,15.57999992,True,1705605.0000000026,0.0,1726644.9999999981,0.0
2010-04-13 14:45:00,1710480.0000000026,1731557.4999999981,127.0,16.20000076,True,1710480.0000000026,0.0,1731557.4999999981,0.0
